Prompt,IsFood,Cuisine Type,Cuisine Region,Dish Name
Please make my sandwich with a side of melted provolone cheese.,Yes,Indian,General,Sandwich
Can you make my sandwich with a variety of roasted peppers and onions?,Yes,Indian,General,Sandwich
Please make my sandwich with a light and tangy Caesar dressing.,Yes,Indian,General,Sandwich
Can you make my sandwich with a side of crispy onion rings?,Yes,Indian,General,Sandwich
I'd like to order a sandwich with a side of tangy ranch dressing.,Yes,Indian,General,Sandwich
Can you make my sandwich with a mix of sliced ham and Swiss,Yes,Indian,General,Sandwich
" Can I have a serving of Rasgulla, please?",Yes,Indian,East India,Rasgulla
" I'd like to order Rasgulla, please.",Yes,Indian,East India,Rasgulla
" May I have Rasgulla, please?",Yes,Indian,East India,Rasgulla
. Can you bring me some Rasgulla?,Yes,Indian,East India,Rasgulla
 I'm craving Rasgulla. Can you please bring me a plate?,Yes,Indian,East India,Rasgulla
 I'd love to try your Rasgulla. Please bring me a serving.,Yes,Indian,East India,Rasgulla
" One order of Rasgulla, please.",Yes,Indian,East India,Rasgulla
" Can you make my Rasgulla extra syrupy, please?",Yes,Indian,East India,Rasgulla
. I want to enjoy the authentic flavors of Rasgulla. Please bring me a plate.,Yes,Indian,East India,Rasgulla
 I'm in the mood for some Rasgulla. Please bring me a plate.,Yes,Indian,East India,Rasgulla
 Please prepare my Rasgulla with a sprinkling of saffron strands.,Yes,Indian,East India,Rasgulla
 Can you make my Rasgulla with a side of cardamom-infused syrup?,Yes,Indian,East India,Rasgulla
 I'd like to order Rasgulla with a generous amount of rose water.,Yes,Indian,East India,Rasgulla
. Can you make my Rasgulla with a touch of pistachio garnish?,Yes,Indian,East India,Rasgulla
 I want to savor the delicate sweetness of Rasgulla. Please bring me a plate.,Yes,Indian,East India,Rasgulla
" Can I have Rasgulla without any added sugar, please?",Yes,Indian,East India,Rasgulla
 Please make my Rasgulla with a mix of cottage cheese and semolina.,Yes,Indian,East India,Rasgulla
 Can you make my Rasgulla with a side of almond slivers?,Yes,Indian,East India,Rasgulla
. I have dietary restrictions. Can you prepare a sugar-free Rasgulla?,Yes,Indian,East India,Rasgulla
" Please make my Rasgulla with a variety of flavored syrups, like mango and rose.",Yes,Indian,East India,Rasgulla
 Can you make my Rasgulla with a side of shredded coconut?,Yes,Indian,East India,Rasgulla
 Please make my Rasgulla with a light and fluffy texture.,Yes,Indian,East India,Rasgulla
 Can you make my Rasgulla with a side of crushed pistachios?,Yes,Indian,East India,Rasgulla
. I'd like to order Rasgulla with a touch of cardamom flavor.,Yes,Indian,East India,Rasgulla
 Can you make my Rasgulla with a mix of milk and lemon juice?,Yes,Indian,East India,Rasgulla
 Please make my Rasgulla with a side of silver leaf decoration.,Yes,Indian,East India,Rasgulla
 Can you make my Rasgulla with a hint of rose essence?,Yes,Indian,East India,Rasgulla
 Please make my Rasgulla with a generous serving of condensed milk.,Yes,Indian,East India,Rasgulla
. Can you make my Rasgulla with a side of cashew nuts?,Yes,Indian,East India,Rasgulla
 I'd like to order Rasgulla with a drizzle of saffron-infused syrup.,Yes,Indian,East India,Rasgulla
 Can you make my Rasgulla with a mix of honey and rosewater?,Yes,Indian,East India,Rasgulla
 Please make my Rasgulla with a side of grated khoya (milk solids).,Yes,Indian,East India,Rasgulla
" Can you make my Rasgulla with a variety of flavored syrups, like cardamom and pistachio?",Yes,Indian,East India,Rasgulla
. Please make my Rasgulla with a touch of saffron for added aroma.,Yes,Indian,East India,Rasgulla
 Can you make my Rasgulla with a side of crushed almonds?,Yes,Indian,East India,Rasgulla
 I'd like to order Rasgulla with a dash of nutmeg.,Yes,Indian,East India,Rasgulla
 Can you make my Rasgulla with a mix of jaggery and coconut milk?,Yes,Indian,East India,Rasgulla
 Please make my Rasgulla with a side of grated coconut.,Yes,Indian,East India,Rasgulla
". Can you make my Rasgulla with a variety of flavored syrups, like kesar and badam?",Yes,Indian,East India,Rasgulla
 Please make my Rasgulla with a hint of cardamom fragrance.,Yes,Indian,East India,Rasgulla
 Can you make my Rasgulla with a side of pistachio crumbs?,Yes,Indian,East India,Rasgulla
 I'd like to order Rasgulla with a drizzle of rose syrup.,Yes,Indian,East India,Rasgulla
"Can I have a serving of Chomchom, please?",Yes,Indian,East India,Chomchom
"I'd like to order Chomchom, please.",Yes,Indian,East India,Chomchom
"May I have Chomchom, please?",Yes,Indian,East India,Chomchom
Can you bring me some Chomchom?,Yes,Indian,East India,Chomchom
I'm craving Chomchom. Can you please bring me a plate?,Yes,Indian,East India,Chomchom
I'd love to try your Chomchom. Please bring me a serving.,Yes,Indian,East India,Chomchom
"One order of Chomchom, please.",Yes,Indian,East India,Chomchom
"Can you make my Chomchom extra syrupy, please?",Yes,Indian,East India,Chomchom
I want to enjoy the authentic flavors of Chomchom. Please bring me a plate.,Yes,Indian,East India,Chomchom
I'm in the mood for some Chomchom. Please bring me a plate.,Yes,Indian,East India,Chomchom
Please prepare my Chomchom with a sprinkling of saffron strands.,Yes,Indian,East India,Chomchom
Can you make my Chomchom with a side of cardamom-infused syrup?,Yes,Indian,East India,Chomchom
I'd like to order Chomchom with a generous amount of grated coconut.,Yes,Indian,East India,Chomchom
Can you make my Chomchom with a touch of pistachio garnish?,Yes,Indian,East India,Chomchom
I want to savor the sweet and juicy taste of Chomchom. Please bring me a plate.,Yes,Indian,East India,Chomchom
"Can I have Chomchom without any added sugar, please?",Yes,Indian,East India,Chomchom
Please make my Chomchom with a mix of chhana (cottage cheese) and semolina.,Yes,Indian,East India,Chomchom
Can you make my Chomchom with a side of almond slivers?,Yes,Indian,East India,Chomchom
I have dietary restrictions. Can you prepare a sugar-free Chomchom?,Yes,Indian,East India,Chomchom
"Please make my Chomchom with a variety of flavored syrups, like rose and mango.",Yes,Indian,East India,Chomchom
Can you make my Chomchom with a side of chopped pistachios?,Yes,Indian,East India,Chomchom
Please make my Chomchom with a soft and spongy texture.,Yes,Indian,East India,Chomchom
Can you make my Chomchom with a side of condensed milk drizzle?,Yes,Indian,East India,Chomchom
I'd like to order Chomchom with a touch of rose essence.,Yes,Indian,East India,Chomchom
Can you make my Chomchom with a mix of milk and lemon juice?,Yes,Indian,East India,Chomchom
Please make my Chomchom with a side of silver leaf decoration.,Yes,Indian,East India,Chomchom
Can you make my Chomchom with a hint of kewra (screwpine) flavor?,Yes,Indian,East India,Chomchom
Please make my Chomchom with a generous serving of malai (clotted cream).,Yes,Indian,East India,Chomchom
Can you make my Chomchom with a side of cashew nuts?,Yes,Indian,East India,Chomchom
I'd like to order Chomchom with a drizzle of saffron-infused syrup.,Yes,Indian,East India,Chomchom
Can you make my Chomchom with a mix of honey and rosewater?,Yes,Indian,East India,Chomchom
Please make my Chomchom with a side of grated khoya (milk solids).,Yes,Indian,East India,Chomchom
"Can you make my Chomchom with a variety of flavored syrups, like cardamom and pistachio?",Yes,Indian,East India,Chomchom
Please make my Chomchom with a touch of saffron for added aroma.,Yes,Indian,East India,Chomchom
Can you make my Chomchom with a side of crushed almonds?,Yes,Indian,East India,Chomchom
I'd like to order Chomchom with a dash of nutmeg.,Yes,Indian,East India,Chomchom
Can you make my Chomchom with a mix of jaggery and coconut milk?,Yes,Indian,East India,Chomchom
Please make my Chomchom with a side of grated coconut.,Yes,Indian,East India,Chomchom
"Can you make my Chomchom with a variety of flavored syrups, like kesar and badam?",Yes,Indian,East India,Chomchom
" Can I have a serving of Macher Jhol, please?",Yes,Indian,East India,Macher Jhol
" I'd like to order Macher Jhol, please.",Yes,Indian,East India,Macher Jhol
" May I have Macher Jhol, please?",Yes,Indian,East India,Macher Jhol
. Can you bring me some Macher Jhol?,Yes,Indian,East India,Macher Jhol
 I'm craving Macher Jhol. Can you please bring me a bowl?,Yes,Indian,East India,Macher Jhol
 I'd love to try your Macher Jhol. Please bring me a serving.,Yes,Indian,East India,Macher Jhol
" One order of Macher Jhol, please.",Yes,Indian,East India,Macher Jhol
" Can you make my Macher Jhol extra spicy, please?",Yes,Indian,East India,Macher Jhol
. I want to enjoy the authentic flavors of Macher Jhol. Please bring me a bowl.,Yes,Indian,East India,Macher Jhol
 I'm in the mood for some Macher Jhol. Please bring me a bowl.,Yes,Indian,East India,Macher Jhol
 Please prepare my Macher Jhol with a mix of fish and assorted vegetables.,Yes,Indian,East India,Macher Jhol
 Can you make my Macher Jhol with a side of steamed rice?,Yes,Indian,East India,Macher Jhol
 I'd like to order Macher Jhol with a generous amount of mustard oil.,Yes,Indian,East India,Macher Jhol
. Can you make my Macher Jhol with a touch of turmeric and cumin powder?,Yes,Indian,East India,Macher Jhol
 I want to savor the rich and tangy taste of Macher Jhol. Please bring me a bowl.,Yes,Indian,East India,Macher Jhol
" Can I have Macher Jhol without any added spice, please?",Yes,Indian,East India,Macher Jhol
 Please make my Macher Jhol with a mix of Rohu fish and potatoes.,Yes,Indian,East India,Macher Jhol
 Can you make my Macher Jhol with a side of fresh coriander leaves?,Yes,Indian,East India,Macher Jhol
. I have dietary restrictions. Can you prepare a low-sodium version of Macher Jhol?,Yes,Indian,East India,Macher Jhol
" Please make my Macher Jhol with a variety of spices, like ginger and garlic.",Yes,Indian,East India,Macher Jhol
 Can you make my Macher Jhol with a side of sliced onions and green chilies?,Yes,Indian,East India,Macher Jhol
 Please make my Macher Jhol with a light and thin gravy.,Yes,Indian,East India,Macher Jhol
 Can you make my Macher Jhol with a side of fried fish fritters?,Yes,Indian,East India,Macher Jhol
. I'd like to order Macher Jhol with a touch of garam masala.,Yes,Indian,East India,Macher Jhol
 Can you make my Macher Jhol with a mix of Hilsa fish and eggplant?,Yes,Indian,East India,Macher Jhol
 Please make my Macher Jhol with a side of lemon wedges.,Yes,Indian,East India,Macher Jhol
 Can you make my Macher Jhol with a hint of nigella seeds (kalonji)?,Yes,Indian,East India,Macher Jhol
 Please make my Macher Jhol with a generous serving of tomatoes.,Yes,Indian,East India,Macher Jhol
. Can you make my Macher Jhol with a side of basmati rice?,Yes,Indian,East India,Macher Jhol
 I'd like to order Macher Jhol with a sprinkle of fresh mint leaves.,Yes,Indian,East India,Macher Jhol
 Can you make my Macher Jhol with a mix of fish and okra?,Yes,Indian,East India,Macher Jhol
 Please make my Macher Jhol with a side of fried fish head.,Yes,Indian,East India,Macher Jhol
" Can you make my Macher Jhol with a variety of spices, like coriander and fennel seeds?",Yes,Indian,East India,Macher Jhol
. Please make my Macher Jhol with a touch of tamarind pulp for a tangy flavor.,Yes,Indian,East India,Macher Jhol
 Can you make my Macher Jhol with a side of fried fish balls?,Yes,Indian,East India,Macher Jhol
 I'd like to order Macher Jhol with a dash of mustard paste.,Yes,Indian,East India,Macher Jhol
 Can you make my Macher Jhol with a mix of fish and drumsticks?,Yes,Indian,East India,Macher Jhol
 Please make my Macher Jhol with a side of basmati rice and papad.,Yes,Indian,East India,Macher Jhol
". Can you make my Macher Jhol with a variety of spices, like cinnamon and cloves?",Yes,Indian,East India,Macher Jhol
 Please make my Macher Jhol with a hint of bay leaf aroma.,Yes,Indian,East India,Macher Jhol
"Can I have a serving of Misti Doi, please?",Yes,Indian,East India,Misti doi
"I'd like to order Misti Doi, please.",Yes,Indian,East India,Misti doi
"May I have Misti Doi, please?",Yes,Indian,East India,Misti doi
Can you bring me some Misti Doi?,Yes,Indian,East India,Misti doi
I'm craving Misti Doi. Can you please bring me a bowl?,Yes,Indian,East India,Misti doi
I'd love to try your Misti Doi. Please bring me a serving.,Yes,Indian,East India,Misti doi
"One order of Misti Doi, please.",Yes,Indian,East India,Misti doi
"Can you make my Misti Doi extra creamy, please?",Yes,Indian,East India,Misti doi
I want to enjoy the authentic flavors of Misti Doi. Please bring me a bowl.,Yes,Indian,East India,Misti doi
I'm in the mood for some Misti Doi. Please bring me a bowl.,Yes,Indian,East India,Misti doi
Please prepare my Misti Doi with a sprinkling of cardamom powder.,Yes,Indian,East India,Misti doi
Can you make my Misti Doi with a side of chopped pistachios?,Yes,Indian,East India,Misti doi
I'd like to order Misti Doi with a generous drizzle of jaggery syrup.,Yes,Indian,East India,Misti doi
Can you make my Misti Doi with a touch of saffron strands?,Yes,Indian,East India,Misti doi
I want to savor the sweet and creamy taste of Misti Doi. Please bring me a bowl.,Yes,Indian,East India,Misti doi
"Can I have Misti Doi without any added sugar, please?",Yes,Indian,East India,Misti doi
Please make my Misti Doi with a mix of condensed milk and yogurt.,Yes,Indian,East India,Misti doi
Can you make my Misti Doi with a side of grated coconut?,Yes,Indian,East India,Misti doi
I have dietary restrictions. Can you prepare a sugar-free version of Misti Doi?,Yes,Indian,East India,Misti doi
"Please make my Misti Doi with a variety of flavored syrups, like rose and mango.",Yes,Indian,East India,Misti doi
Can you make my Misti Doi with a side of almond slivers?,Yes,Indian,East India,Misti doi
Please make my Misti Doi with a smooth and velvety texture.,Yes,Indian,East India,Misti doi
Can you make my Misti Doi with a side of condensed milk drizzle?,Yes,Indian,East India,Misti doi
I'd like to order Misti Doi with a touch of rose essence.,Yes,Indian,East India,Misti doi
Can you make my Misti Doi with a mix of yogurt and milk?,Yes,Indian,East India,Misti doi
Please make my Misti Doi with a side of silver leaf decoration.,Yes,Indian,East India,Misti doi
Can you make my Misti Doi with a hint of kewra (screwpine) flavor?,Yes,Indian,East India,Misti doi
Please make my Misti Doi with a generous serving of malai (clotted cream).,Yes,Indian,East India,Misti doi
Can you make my Misti Doi with a side of cashew nuts?,Yes,Indian,East India,Misti doi
I'd like to order Misti Doi with a drizzle of saffron-infused syrup.,Yes,Indian,East India,Misti doi
Can you make my Misti Doi with a mix of honey and rosewater?,Yes,Indian,East India,Misti doi
Please make my Misti Doi with a side of grated khoya (milk solids).,Yes,Indian,East India,Misti doi
"Can you make my Misti Doi with a variety of flavored syrups, like cardamom and pistachio?",Yes,Indian,East India,Misti doi
Please make my Misti Doi with a touch of saffron for added aroma.,Yes,Indian,East India,Misti doi
Can you make my Misti Doi with a side of crushed almonds?,Yes,Indian,East India,Misti doi
I'd like to order Misti Doi with a dash of nutmeg.,Yes,Indian,East India,Misti doi
Can you make my Misti Doi with a mix of jaggery and coconut milk?,Yes,Indian,East India,Misti doi
Please make my Misti Doi with a side of grated coconut.,Yes,Indian,East India,Misti doi
"Can you make my Misti Doi with a variety of flavored syrups, like kesar and badam?",Yes,Indian,East India,Misti doi
"Can I have a serving of Aloo Posto, please?",Yes,Indian,East India,Aloo Posto
"I'd like to order Aloo Posto, please.",Yes,Indian,East India,Aloo Posto
"May I have Aloo Posto, please?",Yes,Indian,East India,Aloo Posto
Can you bring me some Aloo Posto?,Yes,Indian,East India,Aloo Posto
I'm craving Aloo Posto. Can you please bring me a plate?,Yes,Indian,East India,Aloo Posto
I'd love to try your Aloo Posto. Please bring me a serving.,Yes,Indian,East India,Aloo Posto
"One order of Aloo Posto, please.",Yes,Indian,East India,Aloo Posto
"Can you make my Aloo Posto extra spicy, please?",Yes,Indian,East India,Aloo Posto
I want to enjoy the authentic flavors of Aloo Posto. Please bring me a plate.,Yes,Indian,East India,Aloo Posto
I'm in the mood for some Aloo Posto. Please bring me a plate.,Yes,Indian,East India,Aloo Posto
Please prepare my Aloo Posto with a generous amount of poppy seed paste.,Yes,Indian,East India,Aloo Posto
Can you make my Aloo Posto with a side of steamed rice?,Yes,Indian,East India,Aloo Posto
I'd like to order Aloo Posto with a touch of mustard oil.,Yes,Indian,East India,Aloo Posto
Can you make my Aloo Posto with a mix of green chilies and turmeric?,Yes,Indian,East India,Aloo Posto
I want to savor the rich and creamy taste of Aloo Posto. Please bring me a plate.,Yes,Indian,East India,Aloo Posto
"Can I have Aloo Posto without any added spice, please?",Yes,Indian,East India,Aloo Posto
Please make my Aloo Posto with a mix of potatoes and poppy seeds.,Yes,Indian,East India,Aloo Posto
Can you make my Aloo Posto with a side of fried red chilies?,Yes,Indian,East India,Aloo Posto
I have dietary restrictions. Can you prepare a vegan version of Aloo Posto?,Yes,Indian,East India,Aloo Posto
"Please make my Aloo Posto with a variety of spices, like cumin and coriander.",Yes,Indian,East India,Aloo Posto
Can you make my Aloo Posto with a side of chopped onions and green chilies?,Yes,Indian,East India,Aloo Posto
Please make my Aloo Posto with a thick and creamy consistency.,Yes,Indian,East India,Aloo Posto
Can you make my Aloo Posto with a side of fried potato slices?,Yes,Indian,East India,Aloo Posto
I'd like to order Aloo Posto with a sprinkle of nigella seeds.,Yes,Indian,East India,Aloo Posto
Can you make my Aloo Posto with a mix of baby potatoes and posto (poppy seed) paste?,Yes,Indian,East India,Aloo Posto
Please make my Aloo Posto with a side of sliced tomatoes.,Yes,Indian,East India,Aloo Posto
Can you make my Aloo Posto with a hint of turmeric for added color?,Yes,Indian,East India,Aloo Posto
Please make my Aloo Posto with a generous serving of fried poppy seeds.,Yes,Indian,East India,Aloo Posto
Can you make my Aloo Posto with a side of basmati rice?,Yes,Indian,East India,Aloo Posto
I'd like to order Aloo Posto with a garnish of fresh coriander leaves.,Yes,Indian,East India,Aloo Posto
Can you make my Aloo Posto with a mix of potatoes and roasted poppy seed powder?,Yes,Indian,East India,Aloo Posto
Please make my Aloo Posto with a side of fried potato wedges.,Yes,Indian,East India,Aloo Posto
"Can you make my Aloo Posto with a variety of spices, like fennel and cinnamon?",Yes,Indian,East India,Aloo Posto
Please make my Aloo Posto with a touch of ghee for enhanced flavor.,Yes,Indian,East India,Aloo Posto
Can you make my Aloo Posto with a side of crispy poppy seed crackers?,Yes,Indian,East India,Aloo Posto
I'd like to order Aloo Posto with a dash of grated ginger.,Yes,Indian,East India,Aloo Posto
Can you make my Aloo Posto with a mix of baby potatoes and posto (poppy seed) paste?,Yes,Indian,East India,Aloo Posto
Please make my Aloo Posto with a side of fried green chilies.,Yes,Indian,East India,Aloo Posto
"Can you make my Aloo Posto with a variety of spices, like cumin and mustard seeds?",Yes,Indian,East India,Aloo Posto
"Can I have a glass of Lassi, please?",Yes,Indian,North India,Lassi
"I'd like to order Lassi, please.",Yes,Indian,North India,Lassi
"May I have Lassi, please?",Yes,Indian,North India,Lassi
Can you bring me some Lassi?,Yes,Indian,North India,Lassi
I'm craving Lassi. Can you please bring me a glass?,Yes,Indian,North India,Lassi
I'd love to try your Lassi. Please bring me a serving.,Yes,Indian,North India,Lassi
"One order of Lassi, please.",Yes,Indian,North India,Lassi
"Can you make my Lassi extra creamy, please?",Yes,Indian,North India,Lassi
I want to enjoy the authentic flavors of Lassi. Please bring me a glass.,Yes,Indian,North India,Lassi
I'm in the mood for some Lassi. Please bring me a glass.,Yes,Indian,North India,Lassi
Please prepare my Lassi with a traditional yogurt base.,Yes,Indian,North India,Lassi
Can you make my Lassi with a side of cardamom powder?,Yes,Indian,North India,Lassi
I'd like to order Lassi with a touch of rose essence.,Yes,Indian,North India,Lassi
Can you make my Lassi with a mix of mango pulp?,Yes,Indian,North India,Lassi
I want to savor the refreshing taste of Lassi. Please bring me a glass.,Yes,Indian,North India,Lassi
"Can I have Lassi without any added sugar, please?",Yes,Indian,North India,Lassi
Please make my Lassi with a mix of yogurt and chilled milk.,Yes,Indian,North India,Lassi
Can you make my Lassi with a side of saffron strands?,Yes,Indian,North India,Lassi
I have dietary restrictions. Can you prepare a vegan version of Lassi?,Yes,Indian,North India,Lassi
"Please make my Lassi with a variety of flavors, like strawberry or pineapple.",Yes,Indian,North India,Lassi
Can you make my Lassi with a side of crushed pistachios?,Yes,Indian,North India,Lassi
Please make my Lassi with a creamy and frothy texture.,Yes,Indian,North India,Lassi
Can you make my Lassi with a side of blended almonds?,Yes,Indian,North India,Lassi
I'd like to order Lassi with a drizzle of honey.,Yes,Indian,North India,Lassi
Can you make my Lassi with a mix of yogurt and buttermilk?,Yes,Indian,North India,Lassi
Please make my Lassi with a side of blended cashews.,Yes,Indian,North India,Lassi
Can you make my Lassi with a hint of cardamom for added aroma?,Yes,Indian,North India,Lassi
Please make my Lassi with a generous serving of malai (clotted cream).,Yes,Indian,North India,Lassi
Can you make my Lassi with a side of chopped pistachios?,Yes,Indian,North India,Lassi
I'd like to order Lassi with a sprinkle of cinnamon powder.,Yes,Indian,North India,Lassi
Can you make my Lassi with a mix of yogurt and rosewater?,Yes,Indian,North India,Lassi
Please make my Lassi with a side of blended dates for natural sweetness.,Yes,Indian,North India,Lassi
"Can you make my Lassi with a variety of flavors, like chocolate or coffee?",Yes,Indian,North India,Lassi
Please make my Lassi with a touch of nutmeg for a warm flavor.,Yes,Indian,North India,Lassi
Can you make my Lassi with a side of crushed almonds?,Yes,Indian,North India,Lassi
I'd like to order Lassi with a dash of mint leaves.,Yes,Indian,North India,Lassi
Can you make my Lassi with a mix of yogurt and mango chunks?,Yes,Indian,North India,Lassi
Please make my Lassi with a side of blended walnuts.,Yes,Indian,North India,Lassi
"Can you make my Lassi with a variety of flavors, like coconut or kiwi?",Yes,Indian,North India,Lassi
Please make my Lassi with a hint of rosewater for a floral taste.,Yes,Indian,North India,Lassi
Can you make my Lassi with a side of blended raisins?,Yes,Indian,North India,Lassi
I'd like to order Lassi with a sprinkle of cardamom powder.,Yes,Indian,North India,Lassi
Can you make my Lassi with a mix of yogurt and pineapple juice?,Yes,Indian,North India,Lassi
Please make my Lassi with a side of blended hazelnuts.,Yes,Indian,North India,Lassi
"Can you make my Lassi with a variety of flavors, like raspberry or blueberry?",Yes,Indian,North India,Lassi
Please make my Lassi with a touch of pistachio essence.,Yes,Indian,North India,Lassi
"Can I have an Aloo Paratha, please?",Yes,Indian,North India,Aloo Paratha
"I'd like to order an Aloo Paratha, please.",Yes,Indian,North India,Aloo Paratha
"May I have an Aloo Paratha, please?",Yes,Indian,North India,Aloo Paratha
Can you bring me an Aloo Paratha?,Yes,Indian,North India,Aloo Paratha
I'm craving an Aloo Paratha. Can you please bring me one?,Yes,Indian,North India,Aloo Paratha
I'd love to try your Aloo Paratha. Please bring me one.,Yes,Indian,North India,Aloo Paratha
"One order of Aloo Paratha, please.",Yes,Indian,North India,Aloo Paratha
"Can you make my Aloo Paratha extra crispy, please?",Yes,Indian,North India,Aloo Paratha
I want to enjoy the authentic flavors of Aloo Paratha. Please bring me one.,Yes,Indian,North India,Aloo Paratha
I'm in the mood for an Aloo Paratha. Please bring me one.,Yes,Indian,North India,Aloo Paratha
Please prepare my Aloo Paratha with a generous filling of spiced mashed potatoes.,Yes,Indian,North India,Aloo Paratha
Can you make my Aloo Paratha with a side of fresh yogurt?,Yes,Indian,North India,Aloo Paratha
I'd like to order an Aloo Paratha with a dollop of butter on top.,Yes,Indian,North India,Aloo Paratha
Can you make my Aloo Paratha with a mix of finely chopped onions and green chilies?,Yes,Indian,North India,Aloo Paratha
I want to savor the rich taste of Aloo Paratha. Please bring me one.,Yes,Indian,North India,Aloo Paratha
"Can I have an Aloo Paratha without any added spices, please?",Yes,Indian,North India,Aloo Paratha
Please make my Aloo Paratha with a mix of whole wheat flour and mashed potatoes.,Yes,Indian,North India,Aloo Paratha
Can you make my Aloo Paratha with a side of tangy pickle?,Yes,Indian,North India,Aloo Paratha
I have dietary restrictions. Can you prepare a gluten-free version of Aloo Paratha?,Yes,Indian,North India,Aloo Paratha
"Please make my Aloo Paratha with a variety of spices, like cumin and coriander.",Yes,Indian,North India,Aloo Paratha
Can you make my Aloo Paratha with a side of mint chutney?,Yes,Indian,North India,Aloo Paratha
Please make my Aloo Paratha with a soft and flaky texture.,Yes,Indian,North India,Aloo Paratha
Can you make my Aloo Paratha with a side of raita (yogurt sauce)?,Yes,Indian,North India,Aloo Paratha
I'd like to order an Aloo Paratha with a sprinkle of chaat masala.,Yes,Indian,North India,Aloo Paratha
Can you make my Aloo Paratha with a mix of mashed potatoes and grated paneer?,Yes,Indian,North India,Aloo Paratha
Please make my Aloo Paratha with a side of spicy pickle.,Yes,Indian,North India,Aloo Paratha
Can you make my Aloo Paratha with a hint of ajwain (carom seeds) for a unique flavor?,Yes,Indian,North India,Aloo Paratha
Please make my Aloo Paratha with a generous serving of ghee.,Yes,Indian,North India,Aloo Paratha
Can you make my Aloo Paratha with a side of mixed vegetable raita?,Yes,Indian,North India,Aloo Paratha
I'd like to order an Aloo Paratha with a dash of red chili powder.,Yes,Indian,North India,Aloo Paratha
Can you make my Aloo Paratha with a mix of mashed potatoes and green peas?,Yes,Indian,North India,Aloo Paratha
Please make my Aloo Paratha with a side of tomato chutney.,Yes,Indian,North India,Aloo Paratha
"Can you make my Aloo Paratha with a variety of spices, like turmeric and garam masala?",Yes,Indian,North India,Aloo Paratha
Please make my Aloo Paratha with a touch of grated ginger for added zest.,Yes,Indian,North India,Aloo Paratha
Can you make my Aloo Paratha with a side of cucumber raita?,Yes,Indian,North India,Aloo Paratha
I'd like to order an Aloo Paratha with a sprinkle of roasted cumin powder.,Yes,Indian,North India,Aloo Paratha
Can you make my Aloo Paratha with a mix of mashed potatoes and chopped cilantro?,Yes,Indian,North India,Aloo Paratha
Please make my Aloo Paratha with a side of spicy mango pickle.,Yes,Indian,North India,Aloo Paratha
"Can you make my Aloo Paratha with a variety of spices, like fenugreek leaves and black salt?",Yes,Indian,North India,Aloo Paratha
"Can I have a plate of Rajma Chawal, please?",Yes,Indian,North India,Rajma chawal
"I'd like to order Rajma Chawal, please.",Yes,Indian,North India,Rajma chawal
"May I have Rajma Chawal, please?",Yes,Indian,North India,Rajma chawal
Can you bring me some Rajma Chawal?,Yes,Indian,North India,Rajma chawal
I'm craving Rajma Chawal. Can you please bring me a plate?,Yes,Indian,North India,Rajma chawal
I'd love to try your Rajma Chawal. Please bring me a serving.,Yes,Indian,North India,Rajma chawal
"One order of Rajma Chawal, please.",Yes,Indian,North India,Rajma chawal
"Can you make my Rajma Chawal extra spicy, please?",Yes,Indian,North India,Rajma chawal
I want to enjoy the authentic flavors of Rajma Chawal. Please bring me a plate.,Yes,Indian,North India,Rajma chawal
I'm in the mood for some Rajma Chawal. Please bring me a plate.,Yes,Indian,North India,Rajma chawal
Please prepare my Rajma Chawal with a thick and flavorful gravy.,Yes,Indian,North India,Rajma chawal
Can you make my Rajma Chawal with a side of raita (yogurt sauce)?,Yes,Indian,North India,Rajma chawal
I'd like to order Rajma Chawal with a sprinkle of chopped onions on top.,Yes,Indian,North India,Rajma chawal
Can you make my Rajma Chawal with a mix of aromatic spices like cumin and coriander?,Yes,Indian,North India,Rajma chawal
I want to savor the rich taste of Rajma Chawal. Please bring me a plate.,Yes,Indian,North India,Rajma chawal
"Can I have Rajma Chawal without any added spice, please?",Yes,Indian,North India,Rajma chawal
Please make my Rajma Chawal with a side of pickles for extra tanginess.,Yes,Indian,North India,Rajma chawal
Can you make my Rajma Chawal with a generous serving of ghee (clarified butter)?,Yes,Indian,North India,Rajma chawal
I have dietary restrictions. Can you prepare a vegan version of Rajma Chawal?,Yes,Indian,North India,Rajma chawal
"Please make my Rajma Chawal with a variety of spices, like turmeric and garam masala.",Yes,Indian,North India,Rajma chawal
Can you make my Rajma Chawal with a side of papad (thin crisp disc)?,Yes,Indian,North India,Rajma chawal
"Please make my Rajma Chawal with a balance of flavors, not too spicy but with a hint of heat.",Yes,Indian,North India,Rajma chawal
Can you make my Rajma Chawal with a side of sliced cucumber and tomato salad?,Yes,Indian,North India,Rajma chawal
I'd like to order Rajma Chawal with a dollop of fresh yogurt on top.,Yes,Indian,North India,Rajma chawal
Can you make my Rajma Chawal with a mix of kidney beans and soft cooked rice?,Yes,Indian,North India,Rajma chawal
Please make my Rajma Chawal with a side of crispy fried onions.,Yes,Indian,North India,Rajma chawal
Can you make my Rajma Chawal with a touch of kasuri methi (dried fenugreek leaves) for added aroma?,Yes,Indian,North India,Rajma chawal
Please make my Rajma Chawal with a side of mango pickle.,Yes,Indian,North India,Rajma chawal
Can you make my Rajma Chawal with a mix of kidney beans and black lentils (urad dal)?,Yes,Indian,North India,Rajma chawal
I'd like to order Rajma Chawal with a sprinkle of fresh cilantro leaves.,Yes,Indian,North India,Rajma chawal
